"Source:","C:/Users/phase/Source/CrowdSwitch/HW/HW.sch"
"","","R4","18K","device:R","Resistors_SMD:R_0603","www.yageo.com/exep/pages/download/literatures/PYu-R_Marking_2.pdf","","CHIP RESISTOR, 18K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-0718KL/311-18.0KHRCT-ND/729936","","","","","","","Yageo","RC0603FR-0718KL","$0.015","$0.00233",""
"","","R5","5.6K","device:R","Resistors_SMD:R_0603","www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_8.pdf","","CHIP RESISTOR, 5.6K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-075K6L/311-5.60KHRCT-ND/730222","","","","","","","Yageo","RC0603FR-075K6L","$0.015","$0.00268",""
"","","R6","2.2K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 2.2K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-072K2L/311-2.20KHRCT-ND/729963","","","","","","","Yageo","RC0603FR-072K2L","$0.015","$0.00268",""
"","","R7","47K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 47K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-0747KL/311-47.0KHRCT-ND/730200","","","","","","","Yageo","RC0603FR-0747KL","$0.015","$0.00268",""
"","","R8","4.7R","device:R","Resistors_SMD:R_0201","","","CHIP RESISTOR, 4.7 OHM, 50mW, 5%, 0201","","","","","","","","Yageo","RC0201JR-074R7L","$0.033","0.00426",""
"","","R9","33R","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 33 OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-0733RL","$0.015","0.00268",""
"","","R10","3.3K","device:R","Resistors_SMD:R_0603","","","","","https://www.digikey.com/products/en?keywords=RC0603FR-073K3L","","","","","","Yageo","RC0603FR-073K3L","$0.015","$0.00268",""
"","","R101","6.49K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 6.49K OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-076K49L","$0.015","$0.00268",""
"","","R102","10K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 10K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-0710KL/311-10.0KHRCT-ND/729827?utm_adgroup=Supplier_Yageo&utm_source=bing&utm_term=RC0603FR-0710KL&utm_campaign=NB_SKU_E&utm_medium=cpc&utm_content=O4GoPpiD_pcrid_81295146303683_pkw_RC0603FR-0710KL_pmt_be_pdv_c_slid__pgrid_2101804421_ptaid_kwd-24941121926:loc-190_","","","","","","","Yageo","RC0603FR-0710KL","$0.015","$0.00268",""
"","","R103","1K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 1.0K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-071KL/311-1.00KHRCT-ND/729790","","","","","","","Yageo","RC0603FR-071KL","$0.015","$0.00268",""
"","","R104","1K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 1.0K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-071KL/311-1.00KHRCT-ND/729790","","","","","","","Yageo","RC0603FR-071KL","$0.015","$0.00268",""
"","","R105","33R","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 33 OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-0733RL","$0.015","0.00268",""
"","","R106","33R","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 33 OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-0733RL","$0.015","0.00268",""
"","","R111","6.49K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 6.49K OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-076K49L","$0.015","$0.00268",""
"","","R112","10K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 10K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-0710KL/311-10.0KHRCT-ND/729827?utm_adgroup=Supplier_Yageo&utm_source=bing&utm_term=RC0603FR-0710KL&utm_campaign=NB_SKU_E&utm_medium=cpc&utm_content=O4GoPpiD_pcrid_81295146303683_pkw_RC0603FR-0710KL_pmt_be_pdv_c_slid__pgrid_2101804421_ptaid_kwd-24941121926:loc-190_","","","","","","","Yageo","RC0603FR-0710KL","$0.015","$0.00268",""
"","","R113","1K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 1.0K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-071KL/311-1.00KHRCT-ND/729790","","","","","","","Yageo","RC0603FR-071KL","$0.015","$0.00268",""
"","","R114","1K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 1.0K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-071KL/311-1.00KHRCT-ND/729790","","","","","","","Yageo","RC0603FR-071KL","$0.015","$0.00268",""
"","","R115","33R","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 33 OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-0733RL","$0.015","0.00268",""
"","","R116","33R","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 33 OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-0733RL","$0.015","0.00268",""
"","","R121","6.49K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 6.49K OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-076K49L","$0.015","$0.00268",""
"","","R122","10K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 10K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-0710KL/311-10.0KHRCT-ND/729827?utm_adgroup=Supplier_Yageo&utm_source=bing&utm_term=RC0603FR-0710KL&utm_campaign=NB_SKU_E&utm_medium=cpc&utm_content=O4GoPpiD_pcrid_81295146303683_pkw_RC0603FR-0710KL_pmt_be_pdv_c_slid__pgrid_2101804421_ptaid_kwd-24941121926:loc-190_","","","","","","","Yageo","RC0603FR-0710KL","$0.015","$0.00268",""
"","","R123","1K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 1.0K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-071KL/311-1.00KHRCT-ND/729790","","","","","","","Yageo","RC0603FR-071KL","$0.015","$0.00268",""
"","","R124","1K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 1.0K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-071KL/311-1.00KHRCT-ND/729790","","","","","","","Yageo","RC0603FR-071KL","$0.015","$0.00268",""
"","","R125","33R","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 33 OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-0733RL","$0.015","0.00268",""
"","","R126","33R","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 33 OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-0733RL","$0.015","0.00268",""
"","","R131","6.49K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 6.49K OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-076K49L","$0.015","$0.00268",""
"","","R132","10K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 10K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-0710KL/311-10.0KHRCT-ND/729827?utm_adgroup=Supplier_Yageo&utm_source=bing&utm_term=RC0603FR-0710KL&utm_campaign=NB_SKU_E&utm_medium=cpc&utm_content=O4GoPpiD_pcrid_81295146303683_pkw_RC0603FR-0710KL_pmt_be_pdv_c_slid__pgrid_2101804421_ptaid_kwd-24941121926:loc-190_","","","","","","","Yageo","RC0603FR-0710KL","$0.015","$0.00268",""
"","","R133","1K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 1.0K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-071KL/311-1.00KHRCT-ND/729790","","","","","","","Yageo","RC0603FR-071KL","$0.015","$0.00268",""
"","","R134","1K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 1.0K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-071KL/311-1.00KHRCT-ND/729790","","","","","","","Yageo","RC0603FR-071KL","$0.015","$0.00268",""
"","","R135","33R","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 33 OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-0733RL","$0.015","0.00268",""
"","","R136","33R","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 33 OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-0733RL","$0.015","0.00268",""
"","","RV1","V5.5MLA0603","device:Varistor","Resistors_SMD:R_0603","www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_mla_datasheet.pdf.pdf","","VARISTOR 8.2V 30A 0603","https://www.digikey.com/product-detail/en/littelfuse-inc/V5.5MLA0603H/F2214CT-ND/428156","","","","","","","","","$0.58","$0.25",""
"","","U1","XL216-512-TQ128_CHIP_VIEW","CrowdSwitch:XL216-512-TQ128_CHIP_VIEW","Housings_QFP:TQFP-128_14x14mm_Pitch0.4mm","www.xmos.com/published/xl216-512-tq128-datasheet?version=latest","","IC MCU 32BIT ROMLESS 128TQFP","https://www.digikey.com/products/en?keywords=XL216-512-TQ128-C20","","","","","","","XMOS","","","$7.70",""
"","","U2","ST1S06","CrowdSwitch:ST1S06","Housings_DFN_QFN:DFN-6-1EP_3x3mm_Pitch0.95mm","www.st.com/content/ccc/resource/technical/document/datasheet/b3/2f/7b/c6/95/7d/40/e8/CD00100211.pdf/files/CD00100211.pdf/jcr:content/translations/en.CD00100211.pdf","","IC REG BUCK ADJ 1.5A SYNC DFN6 ","https://www.digikey.com/product-detail/en/stmicroelectronics/ST1S06PUR/497-5802-1-ND/1506457","","","","","","","STMicroelectronics","","$1.25","$0.64",""
"","","U3","ST1S06","CrowdSwitch:ST1S06","Housings_DFN_QFN:DFN-6-1EP_3x3mm_Pitch0.95mm","www.st.com/content/ccc/resource/technical/document/datasheet/b3/2f/7b/c6/95/7d/40/e8/CD00100211.pdf/files/CD00100211.pdf/jcr:content/translations/en.CD00100211.pdf","","IC REG BUCK ADJ 1.5A SYNC DFN6 ","https://www.digikey.com/product-detail/en/stmicroelectronics/ST1S06PUR/497-5802-1-ND/1506457","","","","","","","STMicroelectronics","","$1.25","$0.64",""
"","","U4","APX809S-46SA","CrowdSwitch:APX809S-46SA","TO_SOT_Packages_SMD:SOT-23","https://www.diodes.com/assets/Datasheets/APX809S-810S.pdf","","Microprocessor Reset Circuit, 4.6V, Active Low, Push Pull, SOT23","https://www.digikey.com/product-detail/en/diodes-incorporated/APX809S-46SA-7/APX809S-46SA-7DICT-ND/7230307","","","","","","","Diodes Inc","","$0.303","$0.11588",""
"","","U5","NCP303LSN10T","CrowdSwitch:NCP303LSN10T","Housings_SSOP:TSOP-5_1.65x3.05mm_Pitch0.95mm","www.onsemi.com/pub/Collateral/NCP302-D.PDF","","IC VOLT DETECT OD 1.0V 5TSOP ","https://www.digikey.com/product-detail/en/on-semiconductor/NCP303LSN10T1G/NCP303LSN10T1G-ND/1483535","","","","","","","On Semiconductor","","","$0.20",""
"","","U10","KSZ8081MNX","CrowdSwitch:KSZ8081MNX","Housings_DFN_QFN:QFN-32-1EP_5x5mm_Pitch0.5mm","www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en581586","","Ethernet Transciever, 10/100, MII/RMII, QFN32","https://www.digikey.com/product-detail/en/microchip-technology/KSZ8081MNXCA-TR/576-4171-2-ND/3728493","","","","","","","Microchip Technology","","","$0.93",""
"","","U11","KSZ8081MNX","CrowdSwitch:KSZ8081MNX","Housings_DFN_QFN:QFN-32-1EP_5x5mm_Pitch0.5mm","www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en581586","","Ethernet Transciever, 10/100, MII/RMII, QFN32","https://www.digikey.com/product-detail/en/microchip-technology/KSZ8081MNXCA-TR/576-4171-2-ND/3728493","","","","","","","Microchip Technology","","","$0.93",""
"","","U12","KSZ8081MNX","CrowdSwitch:KSZ8081MNX","Housings_DFN_QFN:QFN-32-1EP_5x5mm_Pitch0.5mm","www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en581586","","Ethernet Transciever, 10/100, MII/RMII, QFN32","https://www.digikey.com/product-detail/en/microchip-technology/KSZ8081MNXCA-TR/576-4171-2-ND/3728493","","","","","","","Microchip Technology","","","$0.93",""
"","","U13","KSZ8081MNX","CrowdSwitch:KSZ8081MNX","Housings_DFN_QFN:QFN-32-1EP_5x5mm_Pitch0.5mm","www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en581586","","Ethernet Transciever, 10/100, MII/RMII, QFN32","https://www.digikey.com/product-detail/en/microchip-technology/KSZ8081MNXCA-TR/576-4171-2-ND/3728493","","","","","","","Microchip Technology","","","$0.93",""
"","","X1","DSC6001CI2A-025.0000","CrowdSwitch:DSC6001CI2A-025.0000","Oscillators:Oscillator_SMD_Abracon_ASE-4pin_3.2x2.5mm","ww1.microchip.com/downloads/en/DeviceDoc/20005625B.pdf","","Mems Oscillator, Ultra Low Power, Lvcmos, -40c-85c, 25ppm, 3.2x2.5mm","https://www.digikey.com/product-detail/en/microchip-technology/DSC6001CI2A-025.0000T/DSC6001CI2A-025.0000T-ND/7795667","","","","","","","Microchip Technology","","","$0.80",""



"Collated Components:"

"Item","Qty","Reference(s)","Value","LibPart","Footprint","Datasheet","Decouple","Description","DigiKey","Digikey","Field4","Field5","Field6","Field7","Field8","MFG","Part","Price10","Price1k","TODO"
"1","2","C1, C3","4.7uF","device:C","Capacitors_SMD:C_0805","psearch.en.murata.com/capacitor/product/GRM21BR61C475KA88%23.pdf","","CHIP CAPACITOR, CERAMIC, 4.7UF, 16V, 10%, X5R, 0805","https://www.digikey.com/product-detail/en/murata-electronics-north-america/GRM21BR61C475KA88L/490-3338-1-ND/702879","","","","","","","Murata","GRM21BR61C475KA88L","$0.14","$0.038",""
"2","10","C2, C4, C105, C107, C115, C117, C125, C127, C135, C137","22uF","device:C","Capacitors_SMD:C_0805","psearch.en.murata.com/capacitor/product/GRM21BR60J226ME39%23.pdf","","CHIP CAPACITOR, CERAMIC, 22UF, 6.3V, 20%, X5R, 0805","https://www.digikey.com/product-detail/en/murata-electronics-north-america/GRM21BR60J226ME39L/490-1719-1-ND/587424","","","","","","","Murata","GRM21BR60J226ME39L","$0.19","$0.05819",""
"3","23","C5, C6, C70, C71, C72, C73, C74, C75, C76, C77, C78, C79, C80, C81, C82, C83, C84, C85, C86, C102, C112, C122, C132","100nF","device:C_Small","Capacitors_SMD:C_0201","","1v0","CHIP CAPACITOR, CERAMIC, 100NF, 6.3V, 10%, X5R, 0201","","","","","","","","Murata","GRM033R60J104KE19D","$0.033","$0.00835",""
"4","6","C7, C8, C101, C111, C121, C131","2.2uF","device:C_Small","Capacitors_SMD:C_0603","","","CHIP CAPACITOR, CERAMIC, 2.2UF, 10V, 10%, X5R, 0603","","","","","","","","Murata","GRM188R61A225KE34D","$0.19","$0.05819",""
"5","29","C50, C51, C52, C53, C54, C55, C56, C57, C58, C59, C62, C63, C64, C103, C104, C106, C108, C113, C114, C116, C118, C123, C124, C126, C128, C133, C134, C136, C138","100nF","device:C_Small","Capacitors_SMD:C_0402","","3v3","CHIP CAPACITOR, CERAMIC, 100NF, 16V, 10%, X7R, 0402","","","","","","","","Murata","GRM155R71C104KA88J ","$0.014","$0.00348",""
"6","1","F1","1206L110","device:Polyfuse","Fuse_Holders_and_Fuses:Fuse_SMD1206_Reflow","www.littelfuse.com/~/media/electronics/datasheets/resettable_ptcs/littelfuse_ptc_1206l_datasheet.pdf.pdf","","","https://www.digikey.com/product-detail/en/littelfuse-inc/1206L110THYR/F3371TR-ND/2090976","","","","","","","","","","$0.21",""
"7","4","FB101, FB111, FB121, FB131","FERRITE BEAD","device:Ferrite_Bead_Small","Inductors_SMD:L_0603","https://www.murata.com/en-us/products/productdata/8796747366430/ENFA0021.pdf","","FERRITE BEAD 470 OHM 0603 1LN ","https://www.digikey.com/product-detail/en/murata-electronics-north-america/BLM18EG471SN1D/490-3993-1-ND/1016253","","","","","","","Murata","","$0.18","$0.072",""
"8","1","J1","10118193-0001LF","10118193-0001LF:10118193-0001LF","10118193-0001LF:FCI_10118193-0001LF","cdn.amphenol-icc.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_usb_micro.pdf","","Conn Micro USB Type B RCP 5 POS 0.65mm Solder RA SMD 5 Terminal 1 Port T/R","https://www.digikey.com/product-detail/en/amphenol-fci/10118193-0001LF/609-4616-2-ND/2785388","","Conn Micro USB Type B RCP 5 POS 0.65mm Solder RA SMD 5 Terminal 1 Port T/R","None","Amphenol","Good","0.24 USD","Amphenol","","$0.24","$0.20",""
"9","1","J2","2x10 Vertical Pin","conn:Conn_02x10_Odd_Even","Pin_Headers:Pin_Header_Straight_2x10_Pitch2.54mm","","","","https://www.digikey.com/product-detail/en/harwin-inc/M20-9971046/952-2327-ND/3906346","","","","","","","","","$0.78","$0.49",""
"10","4","J10, J11, J12, J13","RJ45_0","conn:RJ45","TempRJ45:RJ45_8","","","","","","","","","","","","","","","This footprint should be replaced by a single 4port RJ45 connector"
"11","2","L1, L2","3.3uH","device:L","Inductors_SMD:L_Taiyo-Yuden_NR-40xx","ds.yuden.co.jp/TYCOMPAS/ut/detail.do?productNo=NRS4018T3R3MDGJ&fileName=NRS4018T3R3MDGJ_SS&mode=specSheetDownload","","","https://www.digikey.com/product-detail/en/taiyo-yuden/NRS4018T3R3MDGJ/587-2892-1-ND/2649012","","","","","","","Taiyo Yuden","NRS4018T2R2MDGJ","$0.27","$0.12",""
"12","1","R1","4.7K","device:R","Resistors_SMD:R_0603","http://www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_8.pdf","","CHIP RESISTOR, 4.7K OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-074K7L","$0.015","0.00268",""
"13","2","R2, R4","18K","device:R","Resistors_SMD:R_0603","www.yageo.com/exep/pages/download/literatures/PYu-R_Marking_2.pdf","","CHIP RESISTOR, 18K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-0718KL/311-18.0KHRCT-ND/729936","","","","","","","Yageo","RC0603FR-0718KL","$0.015","$0.00233",""
"14","9","R3, R103, R104, R113, R114, R123, R124, R133, R134","1K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 1.0K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-071KL/311-1.00KHRCT-ND/729790","","","","","","","Yageo","RC0603FR-071KL","$0.015","$0.00268",""
"15","1","R5","5.6K","device:R","Resistors_SMD:R_0603","www.yageo.com/documents/recent/PYu-RC_Group_51_RoHS_L_8.pdf","","CHIP RESISTOR, 5.6K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-075K6L/311-5.60KHRCT-ND/730222","","","","","","","Yageo","RC0603FR-075K6L","$0.015","$0.00268",""
"16","1","R6","2.2K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 2.2K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-072K2L/311-2.20KHRCT-ND/729963","","","","","","","Yageo","RC0603FR-072K2L","$0.015","$0.00268",""
"17","1","R7","47K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 47K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-0747KL/311-47.0KHRCT-ND/730200","","","","","","","Yageo","RC0603FR-0747KL","$0.015","$0.00268",""
"18","1","R8","4.7R","device:R","Resistors_SMD:R_0201","","","CHIP RESISTOR, 4.7 OHM, 50mW, 5%, 0201","","","","","","","","Yageo","RC0201JR-074R7L","$0.033","0.00426",""
"19","9","R9, R105, R106, R115, R116, R125, R126, R135, R136","33R","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 33 OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-0733RL","$0.015","0.00268",""
"20","1","R10","3.3K","device:R","Resistors_SMD:R_0603","","","","","https://www.digikey.com/products/en?keywords=RC0603FR-073K3L","","","","","","Yageo","RC0603FR-073K3L","$0.015","$0.00268",""
"21","4","R101, R111, R121, R131","6.49K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 6.49K OHM, 0.1W, 1%, 0603","","","","","","","","Yageo","RC0603FR-076K49L","$0.015","$0.00268",""
"22","4","R102, R112, R122, R132","10K","device:R","Resistors_SMD:R_0603","","","CHIP RESISTOR, 10K OHM, 0.1W, 1%, 0603","https://www.digikey.com/product-detail/en/yageo/RC0603FR-0710KL/311-10.0KHRCT-ND/729827?utm_adgroup=Supplier_Yageo&utm_source=bing&utm_term=RC0603FR-0710KL&utm_campaign=NB_SKU_E&utm_medium=cpc&utm_content=O4GoPpiD_pcrid_81295146303683_pkw_RC0603FR-0710KL_pmt_be_pdv_c_slid__pgrid_2101804421_ptaid_kwd-24941121926:loc-190_","","","","","","","Yageo","RC0603FR-0710KL","$0.015","$0.00268",""
"23","1","RV1","V5.5MLA0603","device:Varistor","Resistors_SMD:R_0603","www.littelfuse.com/~/media/electronics/datasheets/varistors/littelfuse_varistor_mla_datasheet.pdf.pdf","","VARISTOR 8.2V 30A 0603","https://www.digikey.com/product-detail/en/littelfuse-inc/V5.5MLA0603H/F2214CT-ND/428156","","","","","","","","","$0.58","$0.25",""
"24","1","U1","XL216-512-TQ128_CHIP_VIEW","CrowdSwitch:XL216-512-TQ128_CHIP_VIEW","Housings_QFP:TQFP-128_14x14mm_Pitch0.4mm","www.xmos.com/published/xl216-512-tq128-datasheet?version=latest","","IC MCU 32BIT ROMLESS 128TQFP","https://www.digikey.com/products/en?keywords=XL216-512-TQ128-C20","","","","","","","XMOS","","","$7.70",""
"25","2","U2, U3","ST1S06","CrowdSwitch:ST1S06","Housings_DFN_QFN:DFN-6-1EP_3x3mm_Pitch0.95mm","www.st.com/content/ccc/resource/technical/document/datasheet/b3/2f/7b/c6/95/7d/40/e8/CD00100211.pdf/files/CD00100211.pdf/jcr:content/translations/en.CD00100211.pdf","","IC REG BUCK ADJ 1.5A SYNC DFN6 ","https://www.digikey.com/product-detail/en/stmicroelectronics/ST1S06PUR/497-5802-1-ND/1506457","","","","","","","STMicroelectronics","","$1.25","$0.64",""
"26","1","U4","APX809S-46SA","CrowdSwitch:APX809S-46SA","TO_SOT_Packages_SMD:SOT-23","https://www.diodes.com/assets/Datasheets/APX809S-810S.pdf","","Microprocessor Reset Circuit, 4.6V, Active Low, Push Pull, SOT23","https://www.digikey.com/product-detail/en/diodes-incorporated/APX809S-46SA-7/APX809S-46SA-7DICT-ND/7230307","","","","","","","Diodes Inc","","$0.303","$0.11588",""
"27","1","U5","NCP303LSN10T","CrowdSwitch:NCP303LSN10T","Housings_SSOP:TSOP-5_1.65x3.05mm_Pitch0.95mm","www.onsemi.com/pub/Collateral/NCP302-D.PDF","","IC VOLT DETECT OD 1.0V 5TSOP ","https://www.digikey.com/product-detail/en/on-semiconductor/NCP303LSN10T1G/NCP303LSN10T1G-ND/1483535","","","","","","","On Semiconductor","","","$0.20",""
"28","4","U10, U11, U12, U13","KSZ8081MNX","CrowdSwitch:KSZ8081MNX","Housings_DFN_QFN:QFN-32-1EP_5x5mm_Pitch0.5mm","www.microchip.com/mymicrochip/filehandler.aspx?ddocname=en581586","","Ethernet Transciever, 10/100, MII/RMII, QFN32","https://www.digikey.com/product-detail/en/microchip-technology/KSZ8081MNXCA-TR/576-4171-2-ND/3728493","","","","","","","Microchip Technology","","","$0.93",""
"29","1","X1","DSC6001CI2A-025.0000","CrowdSwitch:DSC6001CI2A-025.0000","Oscillators:Oscillator_SMD_Abracon_ASE-4pin_3.2x2.5mm","ww1.microchip.com/downloads/en/DeviceDoc/20005625B.pdf","","Mems Oscillator, Ultra Low Power, Lvcmos, -40c-85c, 25ppm, 3.2x2.5mm","https://www.digikey.com/product-detail/en/microchip-technology/DSC6001CI2A-025.0000T/DSC6001CI2A-025.0000T-ND/7795667","","","","","","","Microchip Technology","","","$0.80",""
